Wavelength (nm),S3Abs,Wavelength (nm),S4Abs,Wavelength (nm),S5Abs,Wavelength (nm),S6Abs,Wavelength (nm),S7Abs,Wavelength (nm),S8Abs,Wavelength (nm),S9Abs,Wavelength (nm),S10Abs,Wavelength (nm),S11Abs,Wavelength (nm),S12Abs,Wavelength (nm),S13Abs,Wavelength (nm),S14Abs,Wavelength (nm),S15Abs,Wavelength (nm),S16Abs,Wavelength (nm),S17Abs,
489.9634094,0.3988435268,489.9634094,0.3759479821,489.9634094,0.360028863,489.9634094,0.3469902873,489.9634094,0.3386722207,489.9634094,0.3289521933,489.9634094,0.3197802305,489.9634094,0.3112318218,489.9634094,0.3036566377,489.9634094,0.2936478257,489.9634094,0.2856883705,489.9634094,0.276478231,489.9634094,0.2715179324,489.9634094,0.26468274,489.9634094,0.2626643479,
489.0512085,0.400949657,489.0512085,0.3773860037,489.0512085,0.3609770536,489.0512085,0.3479159176,489.0512085,0.3391817808,489.0512085,0.3291662931,489.0512085,0.3197307289,489.0512085,0.3109232187,489.0512085,0.3031512201,489.0512085,0.2890304923,489.0512085,0.284629643,489.0512085,0.2751519084,489.0512085,0.2701717913,489.0512085,0.2625581026,489.0512085,0.2606213689,
487.9867859,0.4037535191,487.9867859,0.3795047104,487.9867859,0.3625752628,487.9867859,0.3484482765,487.9867859,0.339995712,487.9867859,0.3294919431,487.9867859,0.3196244538,487.9867859,0.3110446334,487.9867859,0.302166611,487.9867859,0.2820567787,487.9867859,0.2831836641,487.9867859,0.2739925086,487.9867859,0.2685168386,487.9867859,0.2606997788,487.9867859,0.2585571706,
487.0742188,0.405103296,487.0742188,0.3804326952,487.0742188,0.3633334339,487.0742188,0.3491170108,487.0742188,0.3406518698,487.0742188,0.3297240734,487.0742188,0.3196777403,487.0742188,0.3102660179,487.0742188,0.301962465,487.0742188,0.2860215008,487.0742188,0.2823396027,487.0742188,0.27258569,487.0742188,0.2668940425,487.0742188,0.2589189708,487.0742188,0.2562185824,
486.0093384,0.4070077837,486.0093384,0.3813097179,486.0093384,0.3641266227,486.0093384,0.3493559659,486.0093384,0.3406248689,486.0093384,0.3292298317,486.0093384,0.3184377253,486.0093384,0.3096006513,486.0093384,0.3001313508,486.0093384,0.2886078656,486.0093384,0.2806861997,486.0093384,0.2706181705,486.0093384,0.2643585801,486.0093384,0.2561318874,486.0093384,0.2536308765,
484.9442444,0.4089021981,484.9442444,0.3823468089,484.9442444,0.36449489,484.9442444,0.3493158817,484.9442444,0.3408395052,484.9442444,0.3290152252,484.9442444,0.3184554875,484.9442444,0.3090927899,484.9442444,0.2987202406,484.9442444,0.2877132893,484.9442444,0.2793014348,484.9442444,0.2690991461,484.9442444,0.262632668,484.9442444,0.2536971867,484.9442444,0.2515386939,
484.0310974,0.4094329178,484.0310974,0.382563889,484.0310974,0.3652187288,484.0310974,0.349442333,484.0310974,0.3408321738,484.0310974,0.3287428021,484.0310974,0.3180511296,484.0310974,0.3077646792,484.0310974,0.2981083691,484.0310974,0.2862255871,484.0310974,0.2782658637,484.0310974,0.2673520446,484.0310974,0.2612517178,484.0310974,0.2525424361,484.0310974,0.2500443161,
482.9655762,0.4094283283,482.9655762,0.3819205165,482.9655762,0.3640968502,482.9655762,0.3485260904,482.9655762,0.3400754333,482.9655762,0.3270814121,482.9655762,0.3169565797,482.9655762,0.3064780831,482.9655762,0.2954446673,482.9655762,0.2845175266,482.9655762,0.2758707404,482.9655762,0.2653313577,482.9655762,0.2589131892,482.9655762,0.2496450394,482.9655762,0.2471341938,
482.0520935,0.4110756218,482.0520935,0.3827762306,482.0520935,0.3639842272,482.0520935,0.3482618034,482.0520935,0.3400076032,482.0520935,0.3264063001,482.0520935,0.3166769147,482.0520935,0.3053765595,482.0520935,0.2949511707,482.0520935,0.2830375731,482.0520935,0.274610579,482.0520935,0.2638857663,482.0520935,0.2565670907,482.0520935,0.2478675842,482.0520935,0.2450175434,
480.986145,0.41136989,480.986145,0.3824999928,480.986145,0.363979578,480.986145,0.3479123116,480.986145,0.339102298,480.986145,0.3259271085,480.986145,0.3148842454,480.986145,0.3041738868,480.986145,0.2933187187,480.986145,0.2801577747,480.986145,0.2725598812,480.986145,0.2614972889,480.986145,0.2542950809,480.986145,0.2448805869,480.986145,0.2424054146,
480.0722961,0.4108704627,480.0722961,0.3816069067,480.0722961,0.3619682491,480.0722961,0.3467392921,480.0722961,0.3371533751,480.0722961,0.3241724372,480.0722961,0.3087092638,480.0722961,0.3024459481,480.0722961,0.2914925516,480.0722961,0.2789657712,480.0722961,0.2704260349,480.0722961,0.2595258653,480.0722961,0.2520972788,480.0722961,0.242834717,480.0722961,0.2394640744,
479.0059204,0.4109883904,479.0059204,0.3811348677,479.0059204,0.36164096,479.0059204,0.345489651,479.0059204,0.3360200822,479.0059204,0.322596401,479.0059204,0.30584988,479.0059204,0.3006618917,479.0059204,0.2895126045,479.0059204,0.2762758136,479.0059204,0.2682170272,479.0059204,0.2571683526,479.0059204,0.2495053858,479.0059204,0.2402181476,479.0059204,0.2366514206,
477.9393311,0.4113643169,477.9393311,0.3806319535,477.9393311,0.36171332,477.9393311,0.3444007933,477.9393311,0.3351250291,477.9393311,0.3216312528,477.9393311,0.3037659824,477.9393311,0.2988672256,477.9393311,0.2878834307,477.9393311,0.2743155062,477.9393311,0.2666171193,477.9393311,0.2557713687,477.9393311,0.2478581518,477.9393311,0.2379659414,477.9393311,0.234832406,
477.0249329,0.4092927575,477.0249329,0.3791569173,477.0249329,0.3588061631,477.0249329,0.3413478434,477.0249329,0.3320305347,477.0249329,0.3188901842,477.0249329,0.3025168478,477.0249329,0.2961812913,477.0249329,0.2847868204,477.0249329,0.271063298,477.0249329,0.2631515563,477.0249329,0.2521368563,477.0249329,0.2441939563,477.0249329,0.2336785644,477.0249329,0.2309411764,
475.9579163,0.4078047276,475.9579163,0.377445817,475.9579163,0.3572636843,475.9579163,0.3388236165,475.9579163,0.3299857676,475.9579163,0.3165021241,475.9579163,0.3010573983,475.9579163,0.293202877,475.9579163,0.2821585834,475.9579163,0.2685634792,475.9579163,0.260044992,475.9579163,0.2494330555,475.9579163,0.2414774746,475.9579163,0.2311175615,475.9579163,0.2278584838,
475.0431519,0.4054693282,475.0431519,0.3746807873,475.0431519,0.3545750678,475.0431519,0.3363185525,475.0431519,0.3273562789,475.0431519,0.3139877319,475.0431519,0.2987441719,475.0431519,0.2906353772,475.0431519,0.2790610492,475.0431519,0.2653883994,475.0431519,0.2571192682,475.0431519,0.2467124462,475.0431519,0.2378434986,475.0431519,0.2267945558,475.0431519,0.223520115,
473.9757385,0.4037397802,473.9757385,0.3713047206,473.9757385,0.3520243764,473.9757385,0.332687974,473.9757385,0.3251096308,473.9757385,0.3109122217,473.9757385,0.2988387048,473.9757385,0.2873716354,473.9757385,0.2764673829,473.9757385,0.2623140514,473.9757385,0.2537143528,473.9757385,0.2436734289,473.9757385,0.2345224023,473.9757385,0.2243303359,473.9757385,0.2205043584,
473.0606079,0.401460886,473.0606079,0.3686797023,473.0606079,0.3490684927,473.0606079,0.3306096792,473.0606079,0.3217282295,473.0606079,0.3081140816,473.0606079,0.2970618308,473.0606079,0.2845308483,473.0606079,0.2732623518,473.0606079,0.2592600584,473.0606079,0.2511034012,473.0606079,0.2400750518,473.0606079,0.2314283103,473.0606079,0.2206554413,473.0606079,0.2174028754,
471.9927673,0.3985387981,471.9927673,0.3664605021,471.9927673,0.3462811112,471.9927673,0.3274879158,471.9927673,0.3192917705,471.9927673,0.3055735528,471.9927673,0.2938452661,471.9927673,0.2813410461,471.9927673,0.2703719735,471.9927673,0.2561502755,471.9927673,0.2478217334,471.9927673,0.2375463843,471.9927673,0.228940174,471.9927673,0.2181874067,471.9927673,0.2133255303,
470.9246826,0.3962022662,470.9246826,0.3630776703,470.9246826,0.3430443108,470.9246826,0.3235573769,470.9246826,0.3168647885,470.9246826,0.3024849296,470.9246826,0.2907515466,470.9246826,0.2783618569,470.9246826,0.2668809295,470.9246826,0.2532698214,470.9246826,0.2440269291,470.9246826,0.2338901907,470.9246826,0.2250304371,470.9246826,0.2144805044,470.9246826,0.2102692574,
470.0090332,0.3933320343,470.0090332,0.3606736362,470.0090332,0.3410596251,470.0090332,0.3216530681,470.0090332,0.3146016598,470.0090332,0.2999422848,470.0090332,0.2882581353,470.0090332,0.2755158842,470.0090332,0.2636525929,470.0090332,0.2507939637,470.0090332,0.241253823,470.0090332,0.2310375273,470.0090332,0.2226333171,470.0090332,0.2116095275,470.0090332,0.2074055672,
468.9405518,0.3897978067,468.9405518,0.3580526412,468.9405518,0.3375153542,468.9405518,0.3184592128,468.9405518,0.3113197088,468.9405518,0.2965242863,468.9405518,0.2849644423,468.9405518,0.2715803385,468.9405518,0.2603056729,468.9405518,0.2480109334,468.9405518,0.237497136,468.9405518,0.2271909267,468.9405518,0.2191172689,468.9405518,0.2081284225,468.9405518,0.2040094882,
468.0245361,0.385905087,468.0245361,0.3559122086,468.0245361,0.3348952234,468.0245361,0.3161102235,468.0245361,0.3085058033,468.0245361,0.2942945659,468.0245361,0.2819486558,468.0245361,0.27030164,468.0245361,0.2575926185,468.0245361,0.2462704331,468.0245361,0.2350256741,468.0245361,0.2251770645,468.0245361,0.2169702053,468.0245361,0.2056480348,468.0245361,0.2015637755,
466.955658,0.3816571832,466.955658,0.3511493802,466.955658,0.3307672143,466.955658,0.3123644888,466.955658,0.3049865067,466.955658,0.2911502719,466.955658,0.279145956,466.955658,0.2668819726,466.955658,0.2533194721,466.955658,0.2435750812,466.955658,0.2316068411,466.955658,0.2216777951,466.955658,0.2138178647,466.955658,0.2028030753,466.955658,0.1983115077,
466.0392761,0.3794638515,466.0392761,0.3475804329,466.0392761,0.3267992437,466.0392761,0.3075682819,466.0392761,0.301492691,466.0392761,0.2864454985,466.0392761,0.2749546468,466.0392761,0.2622337937,466.0392761,0.2490397096,466.0392761,0.2396799177,466.0392761,0.226930514,466.0392761,0.217899248,466.0392761,0.209526971,466.0392761,0.1988847256,466.0392761,0.1948578507,
464.9700012,0.3746632338,464.9700012,0.3430812359,464.9700012,0.3221606612,464.9700012,0.3035121262,464.9700012,0.2968238294,464.9700012,0.282577455,464.9700012,0.2707271278,464.9700012,0.2576908469,464.9700012,0.2448863238,464.9700012,0.2356535494,464.9700012,0.2230675966,464.9700012,0.2132545114,464.9700012,0.2051453292,464.9700012,0.1946957409,464.9700012,0.1901628673,
464.0532837,0.3710311353,464.0532837,0.339733988,464.0532837,0.3185675442,464.0532837,0.2994685173,464.0532837,0.2942158282,464.0532837,0.279422462,464.0532837,0.2674365044,464.0532837,0.2547012866,464.0532837,0.2413562536,464.0532837,0.2326883823,464.0532837,0.219256416,464.0532837,0.2104939222,464.0532837,0.2025676072,464.0532837,0.19185175,464.0532837,0.1874264628,
462.983551,0.3666838109,462.983551,0.3346018493,462.983551,0.3145859241,462.983551,0.2961358726,462.983551,0.2895850241,462.983551,0.2758405209,462.983551,0.2638174593,462.983551,0.2506041229,462.983551,0.2368188053,462.983551,0.2279267609,462.983551,0.2156539559,462.983551,0.2074921727,462.983551,0.1992632896,462.983551,0.1882364452,462.983551,0.1839671284,
462.0664978,0.3622142076,462.0664978,0.3302410245,462.0664978,0.3103891313,462.0664978,0.2916496992,462.0664978,0.2850166857,462.0664978,0.2725244462,462.0664978,0.2601077259,462.0664978,0.246342957,462.0664978,0.2334334254,462.0664978,0.2253373414,462.0664978,0.2117928267,462.0664978,0.2040325999,462.0664978,0.1957523525,462.0664978,0.1849552691,462.0664978,0.1800621301,
460.9963989,0.3566986322,460.9963989,0.3244150877,460.9963989,0.3047651052,460.9963989,0.2870811522,460.9963989,0.2792979479,460.9963989,0.2669291496,460.9963989,0.2545822263,460.9963989,0.2411479503,460.9963989,0.2282349318,460.9963989,0.2202869505,460.9963989,0.2069991231,460.9963989,0.1990755796,460.9963989,0.1914666295,460.9963989,0.1806882918,460.9963989,0.1757766157,
459.9260559,0.3513135612,459.9260559,0.3197287321,459.9260559,0.2996189594,459.9260559,0.282620877,459.9260559,0.2743505239,459.9260559,0.2618946731,459.9260559,0.2509028614,459.9260559,0.2362654209,459.9260559,0.2237388939,459.9260559,0.2160782963,459.9260559,0.2030622661,459.9260559,0.1958493739,459.9260559,0.1874910742,459.9260559,0.1770472527,459.9260559,0.1719248295,
459.0084534,0.3488380015,459.0084534,0.3177531064,459.0084534,0.2980216742,459.0084534,0.2812933624,459.0084534,0.272998482,459.0084534,0.2607079446,459.0084534,0.2500538528,459.0084534,0.2351426631,459.0084534,0.2225497663,459.0084534,0.2154573351,459.0084534,0.2023035735,459.0084534,0.1951877922,459.0084534,0.1864242852,459.0084534,0.1764337718,459.0084534,0.171818167,
457.9377441,0.3426988423,457.9377441,0.3126081824,457.9377441,0.2930452824,457.9377441,0.2761264443,457.9377441,0.2674401402,457.9377441,0.2561603189,457.9377441,0.2453898191,457.9377441,0.2307092845,457.9377441,0.2181510478,457.9377441,0.2114052027,457.9377441,0.1975967586,457.9377441,0.1915182173,457.9377441,0.1829161644,457.9377441,0.1731251627,457.9377441,0.1678353101,
457.0198059,0.3371377289,457.0198059,0.3074047267,457.0198059,0.287950784,457.0198059,0.2710406482,457.0198059,0.262288481,457.0198059,0.2511542737,457.0198059,0.2403225303,457.0198059,0.2259878367,457.0198059,0.2136543691,457.0198059,0.2063840777,457.0198059,0.1937025189,457.0198059,0.1871517003,457.0198059,0.1780575663,457.0198059,0.1691610068,457.0198059,0.1640872806,
455.9486694,0.3295591176,455.9486694,0.3002300262,455.9486694,0.2810384035,455.9486694,0.2641828656,455.9486694,0.2549502552,455.9486694,0.24498564,455.9486694,0.2338923067,455.9486694,0.2196220458,455.9486694,0.2075498551,455.9486694,0.2002228647,455.9486694,0.1875907779,455.9486694,0.1823759973,455.9486694,0.1723976731,455.9486694,0.1637455225,455.9486694,0.1586873382,
455.0303955,0.322281599,455.0303955,0.293679893,455.0303955,0.2735374272,455.0303955,0.2579764724,455.0303955,0.2487785816,455.0303955,0.2385094315,455.0303955,0.2268672734,455.0303955,0.2131651789,455.0303955,0.2021732479,455.0303955,0.1941115111,455.0303955,0.182134822,455.0303955,0.1769136041,455.0303955,0.1667577624,455.0303955,0.1583146453,455.0303955,0.153659001,
453.9588623,0.3161458671,453.9588623,0.2879013121,453.9588623,0.2694866359,453.9588623,0.2531577647,453.9588623,0.2435568869,453.9588623,0.2336414605,453.9588623,0.222953096,453.9588623,0.208882302,453.9588623,0.1986806989,453.9588623,0.1898508221,453.9588623,0.1784676164,453.9588623,0.1739278138,453.9588623,0.1632467955,453.9588623,0.1555532217,453.9588623,0.1507139504,
453.0402222,0.3105934858,453.0402222,0.2822401226,453.0402222,0.2633448839,453.0402222,0.2480979562,453.0402222,0.2385235131,453.0402222,0.2283094972,453.0402222,0.2183006704,453.0402222,0.2042064369,453.0402222,0.1944913268,453.0402222,0.185398519,453.0402222,0.1748590916,453.0402222,0.170065105,453.0402222,0.159459874,453.0402222,0.1523575634,453.0402222,0.1460502297,
451.9682922,0.3050581813,451.9682922,0.2774487436,451.9682922,0.2582086325,451.9682922,0.2436516434,451.9682922,0.2331510782,451.9682922,0.2237351239,451.9682922,0.2140461504,451.9682922,0.2002847195,451.9682922,0.1904904246,451.9682922,0.181032002,451.9682922,0.1716296524,451.9682922,0.1666585803,451.9682922,0.155379191,451.9682922,0.1462176144,451.9682922,0.1437976509,
451.0493469,0.3001795411,451.0493469,0.2733356059,451.0493469,0.2546030283,451.0493469,0.2393081486,451.0493469,0.2294709533,451.0493469,0.2203031182,451.0493469,0.2106684297,451.0493469,0.1968586892,451.0493469,0.1871148944,451.0493469,0.1779005975,451.0493469,0.1695048362,451.0493469,0.1642305702,451.0493469,0.1532446593,451.0493469,0.134757936,451.0493469,0.141383782,
449.9770203,0.293211937,449.9770203,0.2667042315,449.9770203,0.2486923337,449.9770203,0.2335955352,449.9770203,0.2240920514,449.9770203,0.2146512717,449.9770203,0.2052370459,449.9770203,0.1918465495,449.9770203,0.1818107069,449.9770203,0.1729357392,449.9770203,0.1644058079,449.9770203,0.1604146808,449.9770203,0.1487807184,449.9770203,0.1313609779,449.9770203,0.1370867789,
449.0577087,0.2878498733,449.0577087,0.2607318759,449.0577087,0.2433460057,449.0577087,0.2283080965,449.0577087,0.2190758139,449.0577087,0.2094189525,449.0577087,0.200526014,449.0577087,0.1872736812,449.0577087,0.178792879,449.0577087,0.1687449664,449.0577087,0.1608165503,449.0577087,0.1565427631,449.0577087,0.1452798545,449.0577087,0.1316650957,449.0577087,0.133869648,
447.9849854,0.2809355557,447.9849854,0.2545563579,447.9849854,0.2369605303,447.9849854,0.2222301066,447.9849854,0.2130158842,447.9849854,0.2034414709,447.9849854,0.1950897425,447.9849854,0.1838615984,447.9849854,0.1733733863,447.9849854,0.1641026139,447.9849854,0.1558195204,447.9849854,0.1518060416,447.9849854,0.140019238,447.9849854,0.1317515522,447.9849854,0.1306618452,
447.0653687,0.2751502991,447.0653687,0.2497976869,447.0653687,0.2327394634,447.0653687,0.2168579698,447.0653687,0.2082533091,447.0653687,0.1996697634,447.0653687,0.1892898381,447.0653687,0.1796595305,447.0653687,0.1694029272,447.0653687,0.1605492681,447.0653687,0.152254343,447.0653687,0.1482696235,447.0653687,0.137887612,447.0653687,0.1312034428,447.0653687,0.1275234818,
445.9922485,0.2690252066,445.9922485,0.2439124435,445.9922485,0.2274302542,445.9922485,0.2119533867,445.9922485,0.2034754306,445.9922485,0.195244804,445.9922485,0.1860287786,445.9922485,0.1748124361,445.9922485,0.1657643467,445.9922485,0.1569271982,445.9922485,0.1477495134,445.9922485,0.1440100223,445.9922485,0.1339253932,445.9922485,0.1278847605,445.9922485,0.1238480285,
445.0722656,0.2624756694,445.0722656,0.2378378958,445.0722656,0.221536532,445.0722656,0.2072680891,445.0722656,0.1986036003,445.0722656,0.1906375587,445.0722656,0.1804802418,445.0722656,0.1701277196,445.0722656,0.1616636068,445.0722656,0.1529097408,445.0722656,0.1434684247,445.0722656,0.1394600421,445.0722656,0.1305349022,445.0722656,0.1198814958,445.0722656,0.1203616932,
443.9987793,0.2559286058,443.9987793,0.2323627621,443.9987793,0.2164213657,443.9987793,0.2028093636,443.9987793,0.1931780577,443.9987793,0.1855811626,443.9987793,0.1754683703,443.9987793,0.1656228602,443.9987793,0.1573622823,443.9987793,0.1483622491,443.9987793,0.1403709352,443.9987793,0.1363227069,443.9987793,0.1278078258,443.9987793,0.111561954,443.9987793,0.1178888455,
442.9250793,0.2565376461,442.9250793,0.233331427,442.9250793,0.2173691839,442.9250793,0.2036698759,442.9250793,0.1953517795,442.9250793,0.1882786453,442.9250793,0.1782297194,442.9250793,0.1685214937,442.9250793,0.1608179361,442.9250793,0.1510998905,442.9250793,0.1439561844,442.9250793,0.1390078664,442.9250793,0.1316238791,442.9250793,0.116994001,442.9250793,0.122515887,
442.0045776,0.2489901632,442.0045776,0.2263935506,442.0045776,0.2113126069,442.0045776,0.1986670345,442.0045776,0.188802138,442.0045776,0.1825224161,442.0045776,0.1723889709,442.0045776,0.1622853279,442.0045776,0.155484423,442.0045776,0.1456777602,442.0045776,0.1396357715,442.0045776,0.133337304,442.0045776,0.1275816113,442.0045776,0.1185755581,442.0045776,0.1181195229,
440.930481,0.243621707,440.930481,0.2205644846,440.930481,0.2058001459,440.930481,0.1941137016,440.930481,0.184045732,440.930481,0.1779764444,440.930481,0.1678590029,440.930481,0.158261016,440.930481,0.1517830193,440.930481,0.1421648711,440.930481,0.1360187829,440.930481,0.1291375905,440.930481,0.1238227263,440.930481,0.1163158342,440.930481,0.1147624254,
440.0096741,0.2319143116,440.0096741,0.2089268565,440.0096741,0.1941680163,440.0096741,0.1830624491,440.0096741,0.1729192734,440.0096741,0.1677885354,440.0096741,0.1568506211,440.0096741,0.1473895013,440.0096741,0.1416444331,440.0096741,0.1316116452,440.0096741,0.1250933558,440.0096741,0.1182997376,440.0096741,0.1143437847,440.0096741,0.1055791974,440.0096741,0.1053786427,
438.9351807,0.223020792,438.9351807,0.2008648217,438.9351807,0.1863886118,438.9351807,0.1750606298,438.9351807,0.1661000699,438.9351807,0.1608054191,438.9351807,0.1499984413,438.9351807,0.1413920373,438.9351807,0.1359063685,438.9351807,0.1254425347,438.9351807,0.1185681447,438.9351807,0.1122988015,438.9351807,0.1092546061,438.9351807,0.09973413497,438.9351807,0.1002443954,
438.0140381,0.2171604633,438.0140381,0.1953915656,438.0140381,0.1817854345,438.0140381,0.1705960631,438.0140381,0.1617556065,438.0140381,0.1566996574,438.0140381,0.1456061453,438.0140381,0.1376560181,438.0140381,0.1327329725,438.0140381,0.1222999468,438.0140381,0.115699105,438.0140381,0.1091169715,438.0140381,0.1075450182,438.0140381,0.09728039801,438.0140381,0.09808302671,
436.9391785,0.2109197676,436.9391785,0.1901117712,436.9391785,0.1753424108,436.9391785,0.1644982249,436.9391785,0.1566958725,436.9391785,0.1513662189,436.9391785,0.1412133723,436.9391785,0.1331560165,436.9391785,0.1283041835,436.9391785,0.1182576567,436.9391785,0.1118714437,436.9391785,0.1051945686,436.9391785,0.1039198264,436.9391785,0.09428741038,436.9391785,0.09397567064,
436.0177002,0.205548957,436.0177002,0.1850272864,436.0177002,0.1710738987,436.0177002,0.1597325057,436.0177002,0.1528663337,436.0177002,0.1464935839,436.0177002,0.1373860538,436.0177002,0.1301706135,436.0177002,0.1254216284,436.0177002,0.1147429422,436.0177002,0.108658053,436.0177002,0.1020193174,436.0177002,0.1021406054,436.0177002,0.09186927974,436.0177002,0.09256908298,
434.9424438,0.198514089,434.9424438,0.1792858541,434.9424438,0.1655624062,434.9424438,0.1540459841,434.9424438,0.1473376751,434.9424438,0.1414585412,434.9424438,0.1329750866,434.9424438,0.1254760176,434.9424438,0.121073544,434.9424438,0.1105691642,434.9424438,0.1047741696,434.9424438,0.09832058847,434.9424438,0.09874537587,434.9424438,0.08821266145,434.9424438,0.08943592012,
434.0206299,0.193350777,434.0206299,0.1740095764,434.0206299,0.1612090617,434.0206299,0.1494428217,434.0206299,0.1434528679,434.0206299,0.1377813071,434.0206299,0.1295992434,434.0206299,0.1227118447,434.0206299,0.118111603,434.0206299,0.107099019,434.0206299,0.102391772,434.0206299,0.0952469483,434.0206299,0.09748871624,434.0206299,0.0853928104,434.0206299,0.08663019538,
432.9450073,0.1869652122,432.9450073,0.1680598408,432.9450073,0.1553888619,432.9450073,0.1437721401,432.9450073,0.1385028362,432.9450073,0.1325875223,432.9450073,0.1249586195,432.9450073,0.1176718026,432.9450073,0.114070937,432.9450073,0.104532823,432.9450073,0.09860642254,432.9450073,0.09249668568,432.9450073,0.09396773577,432.9450073,0.0815519318,432.9450073,0.08372663707,
432.0228882,0.181015864,432.0228882,0.1629845053,432.0228882,0.1504241228,432.0228882,0.139576301,432.0228882,0.133874163,432.0228882,0.128403157,432.0228882,0.1202890873,432.0228882,0.1146419123,432.0228882,0.11085058,432.0228882,0.101446934,432.0228882,0.09515676647,432.0228882,0.08914550394,432.0228882,0.09065048397,432.0228882,0.07871599495,432.0228882,0.08165470511,
430.9468689,0.1735319048,430.9468689,0.1564775854,430.9468689,0.1437952369,430.9468689,0.1336794794,430.9468689,0.128557682,430.9468689,0.1234085709,430.9468689,0.1147541627,430.9468689,0.1094899997,430.9468689,0.106154114,430.9468689,0.09728234261,430.9468689,0.09157023579,430.9468689,0.08578053117,430.9468689,0.08652829379,430.9468689,0.07517429441,430.9468689,0.07809670269,
430.0244141,0.1687965542,430.0244141,0.1513877511,430.0244141,0.1400529742,430.0244141,0.1293540597,430.0244141,0.1248058751,430.0244141,0.119165197,430.0244141,0.1115082428,430.0244141,0.1064358503,430.0244141,0.1036178917,430.0244141,0.09472745657,430.0244141,0.08839353919,430.0244141,0.08247125149,430.0244141,0.08330063522,430.0244141,0.07299628854,430.0244141,0.07581969351,
428.9480286,0.163942948,428.9480286,0.1473834962,428.9480286,0.1357555389,428.9480286,0.1251500547,428.9480286,0.1210057139,428.9480286,0.1152046919,428.9480286,0.108822681,428.9480286,0.103189826,428.9480286,0.1014422923,428.9480286,0.09167857468,428.9480286,0.08557005972,428.9480286,0.08124461025,428.9480286,0.08080077171,428.9480286,0.07104981691,428.9480286,0.0740192309,
428.0252686,0.1587245017,428.0252686,0.1431955248,428.0252686,0.1310057193,428.0252686,0.1211955473,428.0252686,0.1183440983,428.0252686,0.1116733849,428.0252686,0.1049738228,428.0252686,0.09972778708,428.0252686,0.09890072793,428.0252686,0.08906926215,428.0252686,0.08406957984,428.0252686,0.07867128402,428.0252686,0.0785298571,428.0252686,0.06381932646,428.0252686,0.07218905538,
426.9484863,0.1531989872,426.9484863,0.1380466372,426.9484863,0.1258516759,426.9484863,0.1163957641,426.9484863,0.1138001159,426.9484863,0.1073724553,426.9484863,0.101018846,426.9484863,0.09588377178,426.9484863,0.09593965858,426.9484863,0.08616844565,426.9484863,0.08141168952,426.9484863,0.07543540001,426.9484863,0.0755244717,426.9484863,0.05653708056,426.9484863,0.06999059021,
426.0253906,0.1482236385,426.0253906,0.1334998012,426.0253906,0.1222008839,426.0253906,0.11275585,426.0253906,0.1102124304,426.0253906,0.1044073775,426.0253906,0.09796643257,426.0253906,0.0926354304,426.0253906,0.09286631644,426.0253906,0.08299496025,426.0253906,0.07927361876,426.0253906,0.07326264679,426.0253906,0.07345570624,426.0253906,0.05437385291,426.0253906,0.06780898571,
424.9482727,0.1428812742,424.9482727,0.12938568,424.9482727,0.1176660657,424.9482727,0.1084444746,424.9482727,0.105540216,424.9482727,0.1005328,424.9482727,0.09389934689,424.9482727,0.08914286643,424.9482727,0.08923098445,424.9482727,0.08011627197,424.9482727,0.0771548003,424.9482727,0.07075215876,424.9482727,0.07072022557,424.9482727,0.05339385197,424.9482727,0.06588232517,
424.0248413,0.1383343637,424.0248413,0.1237457916,424.0248413,0.1137571856,424.0248413,0.1043184698,424.0248413,0.1019465104,424.0248413,0.0971282497,424.0248413,0.09133490175,424.0248413,0.08583825082,424.0248413,0.08669517189,424.0248413,0.07718247175,424.0248413,0.07451233268,424.0248413,0.06834150106,424.0248413,0.06850770861,424.0248413,0.05487186834,424.0248413,0.06340197474,
422.9473572,0.133190006,422.9473572,0.1129282489,422.9473572,0.1092074662,422.9473572,0.1002939939,422.9473572,0.09767612815,422.9473572,0.09303041548,422.9473572,0.08729339391,422.9473572,0.08217185736,422.9473572,0.08225790411,422.9473572,0.07371488959,422.9473572,0.07099403441,422.9473572,0.06612041593,422.9473572,0.06594225019,422.9473572,0.05551959574,422.9473572,0.06135403737,
422.0236206,0.128055796,422.0236206,0.1113996655,422.0236206,0.1040978655,422.0236206,0.09699288011,422.0236206,0.09332064539,422.0236206,0.08950614929,422.0236206,0.08361465484,422.0236206,0.07897774875,422.0236206,0.07803678513,422.0236206,0.07059285045,422.0236206,0.06868708879,422.0236206,0.06312291324,422.0236206,0.06357688457,422.0236206,0.05598688498,422.0236206,0.0592375882,
420.9457397,0.1231616288,420.9457397,0.1109792367,420.9457397,0.1001623347,420.9457397,0.0921490714,420.9457397,0.08915472776,420.9457397,0.0859470889,420.9457397,0.07971593738,420.9457397,0.07434340566,420.9457397,0.07425485551,420.9457397,0.06736583263,420.9457397,0.06593082845,420.9457397,0.06129343063,420.9457397,0.05982614681,420.9457397,0.05388622731,420.9457397,0.05745438486,
420.021698,0.1190720499,420.021698,0.1076289192,420.021698,0.09683565795,420.021698,0.08853774518,420.021698,0.08610859513,420.021698,0.0832022056,420.021698,0.07729265839,420.021698,0.07222888619,420.021698,0.07067815959,420.021698,0.06509868801,420.021698,0.06415278465,420.021698,0.05928657576,420.021698,0.05670385063,420.021698,0.05190363526,420.021698,0.05599286407,
